DateTime,Entries,UniqueIPs
1506438417,3928,3928
1506442033,4005,4005
1506445649,4080,4080
1506449288,4117,4117
1506452861,4141,4141
1506456453,4160,4160
1506460054,4174,4174
1506463658,4197,4197
1506467255,4215,4215
1506470856,4234,4234
1506474452,4250,4250
1506478051,4268,4268
1506481668,4282,4282
1506485236,4284,4284
1506488839,4289,4289
1506492448,4290,4290
1506496040,4294,4294
1506499642,4298,4298
1506503241,4301,4301
1506506838,4305,4305
1506510447,4309,4309
1506514069,4317,4317
1506517693,4313,4313
1506521267,4311,4311
1506524863,4317,4317
1506528456,4311,4311
1506532045,4307,4307
1506535663,4312,4312
1506539309,4319,4319
1506542896,4320,4320
1506546485,4318,4318
1506550074,4312,4312
1506553676,4311,4311
1506557271,4310,4310
1506560873,4313,4313
1506564475,4315,4315
1506568069,4320,4320
1506571655,4318,4318
1506575272,4320,4320
1506578875,4312,4312
1506582489,4307,4307
1506586080,4306,4306
1506589677,4311,4311
1506593256,4309,4309
1506596863,4300,4300
1506600467,4302,4302
1506604068,4300,4300
1506607666,4307,4307
1506611266,4306,4306
1506614859,4307,4307
1506618458,4311,4311
1506622066,4303,4303
1506625658,4302,4302
1506629263,4296,4296
1506632859,4293,4293
1506636453,4301,4301
1506640059,4307,4307
1506643653,4300,4300
1506647256,4302,4302
1506650878,4300,4300
1506654454,4304,4304
1506658039,4293,4293
1506661641,4293,4293
1506665289,4293,4293
1506668848,4295,4295
1506672441,4288,4288
1506676059,4285,4285
1506679656,4283,4283
1506683253,4282,4282
1506686893,4282,4282
1506690458,4280,4280
1506694053,4284,4284
1506697660,4283,4283
1506701254,4285,4285
1506704868,4279,4279
1506708463,4275,4275
1506712061,4260,4260
1506715670,4251,4251
1506719264,4253,4253
1506722867,4248,4248
1506726462,4239,4239
1506730065,4226,4226
1506733670,4214,4214
1506737262,4210,4210
1506740869,4196,4196
1506744451,4194,4194
1506748048,4185,4185
1506751646,4177,4177
1506755233,4172,4172
1506758829,4157,4157
1506762466,4148,4148
1506766121,4150,4150
1506769672,4149,4149
1506773255,4147,4147
1506776854,4147,4147
1506780439,4173,4173
1506784043,4250,4250
1506787653,4324,4324
1506791261,4367,4367
1506794857,4412,4412
1506798464,4441,4441
1506802062,4470,4470
1506805663,4494,4494
1506809261,4503,4503
1506812867,4522,4522
1506816470,4535,4535
1506820070,4542,4542
